artist_name,track_name,release_date,genre,lyrics
The Strokes,Under Cover of Darkness,2011,Indie,"Under Cover of Darkness Lyrics[Verse 1]
Slip back out of whack at your best
It's a nightmare
So I'm joining the army
No house phones, but can I still call?
Will you wait for me now?
We've got the right to live, fight to use it
Got everything but you can just choose it
I won't just be a puppet on a string

[Pre-Chorus]
Don't go that way
I'll wait for you
[Chorus 1]
And I'm tired of all your friends
Listening at your door
I want what's better for you
So long, my friend and adversary
But I'll wait for you

[Verse 2]
Get dressed, jump out of bed into a vest
Are you okay?
I've been all around this town
Everybody's been singing the same song for ten years

[Pre-Chorus]
I'll wait for you
Will you wait for me too?

[Chorus 2]
And they sacrifice their lives
And they lied about those odds
They'll say it a million times, and they'll say it again
So long, my adversary and friend

[Pre-Chorus]
Don't go that way
I'll wait for you
You might also like[Chorus 3]
I'm tired of all your friends
Banging down your door
Get up in the morning yelling, ""No more!""
So long, my friend and adversary
But I'll be waiting for you47Embed"
M83,Midnight City,2011,Indie,Waiting for a roar
Tame Impala,Elephant,2012,Indie,Well he feels like an elephant shaking his big grey trunk for the hell of it
Radiohead,Karma Police,1997,Indie,"Karma police, arrest this man, he talks in maths"
Muse,Uprising,2009,Rock,"They will not force us, They will stop degrading us"
LCD Soundsystem,Someone Great,2007,Indie,"I wish that we could talk about it, But there, that's the problem"
The Black Keys,Tighten Up,2010,Indie,"I wanted love, I needed love, Most of all, most of all"
Arcade Fire,Ready to Start,2010,Indie,"If the businessmen drink my blood, Like the kids in art school said they would"
The National,England,2010,Indie,"You must be somewhere in London, You must be loving your life in the rain"
Foals,Mountain At My Gates,2015,Indie,"I see a mountain at my gates, I see it more and more each day"
Arctic Monkeys,Fluorescent Adolescent,2007,Indie,"You used to get it in your fishnets, Now you only get it in your night dress"
Vampire Weekend,Hannah Hunt,2013,Indie,"If I can't trust you, then damn it, Hannah, There's no future, there's no answer"
The xx,Crystallised,2009,Indie,"You've applied the pressure, To have me crystalised"
Bon Iver,Holocene,2011,Indie,And at once I knew I was not magnificent
The Strokes,Someday,2001,Indie,"In many ways, they'll miss the good old days, Someday, someday"
Beach House,Space Song,2015,Indie,Who knows what the night will bring us?
Arcade Fire,Keep the Car Running,2007,Indie,"Every night my dream's the same, Same old city with a different name"
Tame Impala,Lucidity,2010,Indie,There's a party in my head and no one is invited
Radiohead,Paranoid Android,1997,Indie,"Please could you stop the noise, I'm trying to get some rest"
The Black Keys,Fever,2014,Indie,"Never gonna let you go, Know you want to get away"
The National,Fake Empire,2007,Indie,"Stay out super late tonight, Picking apples, making pies"
Modest Mouse,The World at Large,2004,Indie,"Ice age heat wave, can't complain, If the world's at large, why should I remain?"
The Naked and Famous,Young Blood,2010,Indie,We lie beneath the stars at night
The 1975,Somebody Else,2016,Indie,So I heard you found somebody else
Alt-J,Breezeblocks,2012,Indie,"Please don't go, I'll eat you whole"
Fleet Foxes,Helplessness Blues,2011,Indie,I was raised up believing I was somehow unique
The Smiths,How Soon Is Now?,1984,Indie,I am the son and the heir of a shyness that is criminally
Band of Horses,No One's Gonna Love You,2007,Indie,It's looking like a limb torn off
The Shins,Australia,2007,Indie,"Born to multiply, born to gaze into night skies"
The Postal Service,Such Great Heights,2003,Indie,And I have to speculate that God himself did make us
Vampire Weekend,Cape Cod Kwassa Kwassa,2008,Indie,"As a young girl, Louis Vuitton"
The Arctic Monkeys,Mardy Bum,2006,Indie,"Well now then Mardy Bum, I've seen your frown"
The National,Graceless,2013,Indie,"God loves everybody, don't remind me"
Grizzly Bear,"Ready, Able",2009,Indie,Summer's come undone
Arcade Fire,Rebellion (Lies),2005,Indie,People say that your dreams are the only things
Beach House,Norway,2010,Indie,In your Norway
Tame Impala,Let It Happen,2015,Indie,"It's always around me, all this noise"
Radiohead,High and Dry,1995,Indie,Two jumps in a week
Fleetwood Mac,Go Your Own Way,1977,Indie,Loving you isn't the right thing to do
The Black Keys,Gold on the Ceiling,2011,Indie,Down in the waves of my heart
Yeah Yeah Yeahs,Heads Will Roll,2009,Indie,"Off with your head, dance 'til you're dead"
The Strokes,Someday,2001,Indie,"In many ways, they'll miss the good old days"
Foals,Spanish Sahara,2010,Indie,So I walked into the haze
Bloc Party,Helicopter,2004,Indie,"North to south, empty, running on"
Arctic Monkeys,505,2007,Indie,I'm going back to 505
Bombay Bicycle Club,Shuffle,2011,Indie,"My face fell, but I'm smiling inside"
Vampire Weekend,A-Punk,2008,Indie,"Johnny's in the basement, mixing up the medicine"
Belle and Sebastian,Boy with the Arab Strap,1998,Indie,"He was into S&M and Bible studies, Not everyone's cup of tea"
The Postal Service,Such Great Heights,2003,Indie,"I am thinking it's a sign, That the freckles in our eyes are mirror images"
The Magnetic Fields,All My Little Words,1999,Indie,"You are a splendid butterfly, It is your wings that make you beautiful"
The Shins,Phantom Limb,2006,Indie,"Phantom Limb is tied to a whetting stone, washed up on the shore"
Modest Mouse,Bury Me With It,2004,Indie,"Well, it took a lot of work to be the ass that I am, And I'm pretty damn sure that anyone can, equally, easily, fuck you over"
Sufjan Stevens,Jacksonville,2005,Indie,"I'm not afraid of your confusion, no matter what your head is doing, I'd be proud to have you share it, some confusion is devotion"
The Decemberists,O Valencia!,2006,Indie,"A suburban dream, you would never believe, What this city boy believes"
M83,Midnight City,2011,Indie,"TranslationsEspañolFrançaisMidnight City Lyrics[Instrumental Intro]

[Verse 1]
Waiting in the car
Waiting for a ride in the dark
At night the city grows
Look at the horizon glow

[Instrumental Bridge]

[Verse 2]
Waiting in the car
Waiting for a ride in the dark
Drinking in the lights
Following the neon signs
Waiting for a word (Word)
Looking at the milky skyline (Skyline)
The city is my church (The city is my church)
It wraps me in its blinding twilight (Twilight)
[Instrumental Bridge]

[Outro]
Waiting in the car
Waiting for the ride in the dark
Waiting in the car (Waiting in the car)
Waiting for the ride in the dark (Ride in the dark)
Waiting in the car (Car)
Waiting for the ride in the dark
Waiting in the car (Waiting in the car)
Waiting for the ride in the dark
Waiting in the car (Waiting in the car)
Waiting for the ride in the dark

[Saxophone Solo]You might also like86Embed"
Tame Impala,Elephant,2012,Indie,"Elephant Lyrics[Verse 1]
Well, he feels like an elephant
Shaking his big grey trunk for the hell of it
He knows that you're dreamin' about being loved by him
Too bad your chances are slim
And it's not like Mr. Shuck
To get shy when they ask him who is on top
There must be something deep down in the dark down there
But he's not too easily scared
He's got friends but they got the fear
Wouldn't care too much if he just disappeared
Oh look, hey, there he is now coming down the stairs
(Here he comes)
[Instrumental Break]

[Verse 2]
He pulled the mirrors off his Cadillac (Yeah)
'Cause he doesn't like it looking like he looks back
He talks like his opinion is a simple fact
Somebody grabbed his collar
He cried the whole way home
No one remembered a thing when they saw him again
That's how it is 'til the end (Yeah)You might also like41Embed"
Radiohead,Karma Police,1997,Indie,"Karma Police Lyrics[Verse 1]
Karma police, arrest this man
He talks in maths, he buzzes like a fridge
He's like a detuned radio

[Verse 2]
Karma police, arrest this girl
Her Hitler hairdo is making me feel ill
And we have crashed her party

[Chorus]
This is what you get
This is what you get
This is what you get
When you mess with us
[Verse 3]
Karma police, I've given all I can
It's not enough, I've given all I can
But we're still on the payroll

[Chorus]
This is what you get
This is what you get
This is what you get
When you mess with us

[Outro]
For a minute there
I lost myself, I lost myself
Phew, for a minute there
I lost myself, I lost myself
For a minute there
I lost myself, I lost myself
Phew, for a minute there
I lost myself, I lost myselfYou might also like102Embed"
Muse,Uprising,2009,Rock,"Uprising Lyrics[Verse 1]
Paranoia is in bloom, the PR transmissions will resume
They'll try to push drugs that keep us all dumbed down
And hope that we will never see the truth around
(So come on)

[Verse 2]
Another promise, another seed
Another packaged lie to keep us trapped in greed
And all the green belts wrapped around our minds
And endless red tape to keep the truth confined
(So come on)
[Chorus]
They will not force us
And they will stop degrading us
And they will not control us
And we will be victorious
(So come on)

[Verse 3]
Interchanging mind control
Come let the revolution take its toll
If you could flick a switch and open your third eye
You'd see that we should never be afraid to die
(So come on)

[Verse 4]
Rise up and take the power back
It's time the fat cats had a heart attack
You know that their time's coming to an end
We have to unify and watch our flag ascend
(So come on)

[Chorus]
They will not force us
They will stop degrading us
They will not control us
And we will be victorious
(So come on)
You might also like[Bridge]
Hey, hey
Hey, hey
Hey, hey
Hey, hey

[Chorus]
They will not force us
They will stop degrading us
They will not control us
We will be victorious
(So come on)

[Outro]
Hey, hey
Hey, hey58Embed"
LCD Soundsystem,Someone Great,2007,Indie,"Someone Great Lyrics[Verse 1]
I wish that we could talk about it
But there, that's the problem
With someone new, I couldn't start it
Too late for beginnings
The little things that made me nervous
Are gone in a moment
I miss the way we used to argue
Locked in your basement

[Verse 2]
I wake up and the phone is ringing
Surprised, as it's early
And that should be a perfect warning
That something's a problem
To tell the truth, I saw it coming
The way you were breathing
But nothing can prepare you for it
The voice on the other end
[Verse 3]
The worst is all the lovely weather
I'm stunned it's not raining
The coffee isn't even bitter
Because, what's the difference?
There's all the work that needs to be done
It's late for revision
There's all the time and all the planning
And songs to be finished

[Bridge]
And it keeps coming and it keeps coming
And it keeps coming 'til the day it stops
And it keeps coming and it keeps coming
And it keeps coming 'til the day it stops
And it keeps coming and it keeps coming
And it keeps coming and it keeps coming
And it keeps coming and it keeps coming
And it keeps coming 'til the day it stops

[Verse 4]
I wish that we could talk about it
But there, that's the problem
With someone new, I couldn't start it
Too late for beginnings
You're smaller than my wife imagined
Surprised you were human
There shouldn't be this radio silence
But what are the options?
You might also like[Chorus]
When someone great is gone, when someone great is gone
When someone great is gone, when someone great is gone
When someone great is gone, when someone great is gone
When someone great is gone, when someone great is gone

[Outro]
We're safe for the moment
Saved for the moment22Embed"
The Black Keys,Tighten Up,2010,Indie,"Tighten Up Lyrics[Whistling]

[Verse 1]
I wanted love, I needed love
Most of all, most of all
Someone said true love was dead
And I'm bound to fall, bound to fall for you
Oh, what can I do? Yeah

[Verse 2]
Take my badge but my heart remains
Lovin' you, baby child
Tighten up on your reins
You are runnin' wild, runnin' wild, it's true
[Instrumental Chorus]

[Verse 3]
Sick for days, so many ways
I'm achin' now, I'm achin' now
It's times like these I need relief
Please show me how, oh, show me how to get right
Yeah, it's out of sight

[Verse 4]
When I was young and movin' fast
Nothin' slowed me down, oh, slowed me down
Now I let the others pass, I've come around
Oh, come around, 'cause I've found

[Instrumental Chorus]

[Outro]
Livin' just to keep goin', goin' just to be sane
All the while not knowin', it's such a shame
I don't need to get steady, I know just how I feel
Tellin' you to be ready, my dearYou might also like37Embed"
Arcade Fire,Ready to Start,2010,Indie,"Ready to Start Lyrics[Verse 1]
The businessmen are drinking my blood
Like the kids in art school said they would
And I guess I'll just begin again
You say, ""Can we still be friends?""

[Chorus 1]
If I was scared, I would
And if I was bored, you know I would
And if I was yours, but I'm not
[Verse 2]
All the kids have always known
That the emperor wears no clothes
But they bow down to him anyway
Because it's better than being alone

[Chorus 1]
If I was scared, I would
And if I was bored, you know I would
And if I was yours, but I'm not

[Verse 3]
Now you're knocking at my door
Saying, ""Please come out with us tonight""
But I would rather be alone
Than pretend I feel alright
If the businessmen are drinking my blood
Like the kids at art school said they would
Then I guess I'll just begin again
You say, ""Can we still be friends?""

[Chorus 2]
If I was scared, I would
And if I was pure, you know I would
And if I was yours, but I'm not
Now I'm ready to start
If I was scared, I would
And if I was pure, you know I would
And if I was yours, but I'm not
Now I'm ready to start
You might also like[Outro]
Now I'm ready to start
I would rather be wrong
Than live in the shadows of your song
My mind is open wide
And now I'm ready to start
And now I'm ready to start
My mind is open wide
And now I'm ready to start
Not sure you'll open the door
To step out into the dark
Now I'm ready18Embed"
The National,England,2010,Indie,"England Lyrics[Verse 1]
Someone send a runner through the weather that I'm under
For the feeling that I lost today
Someone send a runner for the feeling that I lost today
Someone send a runner through the weather that I'm under
For the feeling that I lost today
Someone send a runner for the feeling that I lost today

[Pre-Chorus]
You must be somewhere in London
You must be loving your life in the rain
You must be somewhere in London
Walking Abbey Lane
I don't even think to make, I don't even think to make
I don't even think to make corrections
[Chorus]
Famous angels never come through England
England gets the ones you never need
I'm in a Los Angeles cathedral
Minor singin' airheads sing for me

[Verse 2]
Put an ocean and a river between everybody else
Between everything, yourself and home
Put an ocean and a river between everything, yourself and home

[Pre-Chorus]
You must be somewhere in London
You must be loving your life in the rain
You must be somewhere in London
Walking Abbey Lane
I don't even think to make, I don't even think to make
I don't even think to make corrections

[Chorus]
Famous angels never come through England
England gets the ones you never need
I'm in a Los Angeles cathedral
Minor singin' airheads sing for me

[Outro]
Afraid of the house, stay the night with the sinners
Afraid of the house, stay the night with the sinners
Afraid of the house, 'cause they're desperate to entertain
Afraid of the house, stay the night with the sinners
Afraid of the house, stay the night with the sinners
Afraid of the house, 'cause they're desperate to entertain
Afraid of the house, stay the night with the sinners
Afraid of the house, stay the night with the sinners
Afraid of the house, 'cause they're desperate to entertain
Afraid of the house, stay the night with the sinners
Afraid of the house, stay the night with the sinners
Afraid of the house, 'cause they're desperate to entertainYou might also like10Embed"
Foals,Mountain At My Gates,2015,Indie,"Mountain at My Gates Lyrics[Verse 1]
I see a mountain at my gates
I see it more and more each day
What I give, it takes away
Whether I go or when I stay

[Verse 2]
I see a mountain at my gates
I see it more and more each day
I see a fire out by the lake
I'll drive my car without the brakes
[Verse 3]
I see a mountain in my way
It's looming larger by the day
I see a darkness in my fate
I'll drive my car without the brakes

[Pre-Chorus]
Oh, gimme some time
Show me the foothold from which I can climb
Yeah, when I feel low
You show me a signpost for where I should go

[Chorus]
I see a mountain at my gates
I see it more and more each day
And my desire wears a dark dress
Ah, each day, I see you less

[Build]
Oh, gimme some time
Show me the foothold from which I can climb
Yeah, when I feel low
You show me a signpost for where I should go

[Bridge]
Through lanes and stone rows
Black granite, wind blows
Fire lake and far flame
Go now but come again
Dark clouds gather 'round
Will I run or stand my ground?
You might also like[Build]
Oh, when I come to climb
Show me the mountain so far behind
Yeah, it's farther away
Its shadow gets smaller day after day

[Guitar Solo]

[Outro]
Yeah, gimme my lungs
Gimme my love
Gimme my choice
You keep me coming around
Will I stay?
Gimme my lungs
Gimme my voice
You keep me coming around
Gimme my lungs
Gimme my, gimme my, gimme my, gimme my, come on
Gimme my, gimme my, gimme my, gimme my way
Will I stay?
Gimme my lungs
Gimme my choice
You keep me coming 'round30Embed"
Vampire Weekend,Hannah Hunt,2013,Indie,"Hannah Hunt Lyrics[Verse 1]
A gardener told me some plants move
But I could not believe it
'Til me and Hannah Hunt
Saw crawling vines and weeping willows
As we made our way from Providence to Phoenix

[Verse 2]
A man of faith said hidden eyes
Could see what I was thinking
I just smiled and told him
That was only true of Hannah
And we glided on through Waverly and Lincoln
[Chorus]
Our days were long, our nights no longer
Count the seconds, watching hours
Though we live on the US dollar
You and me, we got our own sense of time

[Verse 3]
In Santa Barbara, Hannah cried
""I miss those freezing beaches""
And I walked into town
To buy some kindling for the fire
Hannah tore the New York Times up into pieces

[Chorus]
If I can't trust you then damn it, Hannah
There's no future, there's no answer
Though we live on the US dollar
You and me, we got our own sense of time
[Instrumental Break]

[Chorus]
If I can't trust you then damn it, Hannah
There's no future, there's no answer
Though we live on the US dollar
You and me, we got our own sense of timeYou might also like42Embed"
